BSM_PDR1,BSM_PDR2,BSM_PDR3,BSM_PDR4,BSM_PDR5,BSM_PDR6,BSM_PDR7,BSM_PDR8,BSM_PDR9,BSM_PDR10,AverageRoutingGoodputKbps,MacPhyOverhead
0.996514,0.974469,0.642526,0.402526,0.281098,0.230426,0.197588,0.197588,0.197588,0.197588,2.4576,0.336532
